,Unnamed: 0,policy_rk,total_premium_amt,coverage,repair_option,paid_flg,region,auto_make,auto_model,auto_cost,vehicle_mileage_km_amt,vehicle_new_flg,audatex_claim_cnt,audatex_total_cost_amt,vehicle_issue_year,vehicle_credit_flg,min_driver_experience_years_cnt,insurant_gender_cd,age,issue_flg,expected_loss_amt,transition_flg,premium_transition_amt,renewed_issue_flg,renewed_paid_flg,unique
5910,6649,293430363,121500.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Саратовская область,Kia,Kia Sportage,1950000.0,6000.0,0.0,0.0,0.0,2020,1,14,F,35.0,1,42403.95,0.0,0.0,1,1,293430363F35.0
5912,6652,293456253,127800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Ford,Ford Kuga,1122537.0,45000.0,0.0,2.0,1530081.0,2016,0,13,M,60.0,1,15132.24,0.0,0.0,1,1,293456253M60.0
5914,6655,293467029,893987.91,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Audi,Audi A5,1521000.0,58000.0,0.0,0.0,0.0,2015,0,5,F,45.0,1,0.0,0.0,0.0,1,1,293467029F45.0
5915,6656,293492106,245520.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Rapid,1440000.0,17000.0,0.0,0.0,0.0,2020,1,10,F,32.0,1,175957.38,0.0,530415.0,1,0,293492106F32.0
5916,6657,293519094,613188.9,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 5er,4000000.0,18000.0,0.0,1.0,881883.0,2019,0,19,F,41.0,1,628343.82,0.0,905769.0,0,0,293519094F41.0
5917,6658,293519667,692640.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Caravelle,4300000.0,500.0,0.0,0.0,0.0,2020,1,15,M,46.0,1,444367.17,1.0,634113.0,0,0,293519667M46.0
5919,6660,293540979,82285.74,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Datsun,Datsun on-DO,198000.0,13076.0,0.0,0.0,0.0,2018,1,13,F,50.0,1,0.0,0.0,0.0,1,1,293540979F50.0
5926,6668,293679543,128700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Hyundai,Hyundai Creta,1100000.0,10000.0,0.0,0.0,0.0,2020,1,12,F,31.0,1,33914.25,0.0,0.0,1,1,293679543F31.0
5928,6671,293706801,45180.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Mitsubishi,Mitsubishi Outlander,1316183.0,67000.0,0.0,0.0,0.0,2016,1,25,M,57.0,1,201180.87,0.0,0.0,1,1,293706801M57.0
5929,6672,293718606,309022.65,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ставропольский край,Hyundai,Hyundai Solaris,1311000.0,0.0,0.0,0.0,0.0,2021,1,23,M,44.0,1,0.0,0.0,0.0,1,0,293718606M44.0
5930,6673,293740149,825732.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Вологодская область,Toyota,Toyota Land Cruiser Prado,4500000.0,24500.0,0.0,2.0,505350.0,2020,0,15,M,43.0,1,775501.02,0.0,0.0,1,1,293740149M43.0
5932,6675,293754894,435083.04,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,BMW,BMW 3er,1609470.0,20000.0,0.0,0.0,0.0,2017,0,13,M,50.0,1,0.0,0.0,684864.0,1,0,293754894M50.0
5933,6676,293756085,459675.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz E-class,4000000.0,23000.0,0.0,1.0,551673.0,2019,0,22,M,44.0,1,510219.45,0.0,951840.0,1,1,293756085M44.0
5934,6677,293758281,180405.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Toyota,Toyota Camry,2200000.0,10000.0,0.0,0.0,0.0,2019,1,33,M,52.0,1,0.0,0.0,0.0,1,0,293758281M52.0
5941,6685,293842443,1157400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Audi,Audi A8,2500000.0,83200.0,0.0,2.0,656244.0,2015,0,22,M,29.0,1,512830.53,0.0,0.0,1,0,293842443M29.0
5942,6688,293870304,421200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Tiguan,2500000.0,14045.0,0.0,0.0,0.0,2021,0,21,M,40.0,1,340261.11,0.0,337365.0,1,1,293870304M40.0
5943,6689,293871330,259713.72,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Citroen,Citroen C4,700000.0,60000.0,0.0,0.0,0.0,2016,0,15,M,58.0,1,0.0,0.0,0.0,0,0,293871330M58.0
5944,6690,293877708,337972.59,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Мурманская область,Skoda,Skoda Octavia,1300000.0,30000.0,0.0,0.0,0.0,2018,1,11,F,36.0,1,0.0,0.0,0.0,0,0,293877708F36.0
5948,6695,293907084,267394.86,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Skoda,Skoda Kodiaq,1600000.0,44000.0,0.0,0.0,0.0,2018,1,15,M,39.0,1,0.0,0.0,0.0,0,0,293907084M39.0
5949,6696,293914506,198440.82,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Карелия,Hyundai,Hyundai Solaris,1017000.0,15000.0,0.0,0.0,0.0,2021,1,10,M,30.0,1,0.0,0.0,0.0,0,0,293914506M30.0
5955,6704,293924901,746100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Оренбургская область,Kia,Kia Rio,1495900.0,1000.0,0.0,0.0,0.0,2021,0,9,F,27.0,1,437255.37,0.0,0.0,1,1,293924901F27.0
5956,6705,293925018,307836.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Башкортостан,Peugeot,Peugeot Traveller,3000000.0,3000.0,0.0,0.0,0.0,2020,1,15,M,38.0,1,277379.1,1.0,780759.0,1,1,293925018M38.0
5961,6710,293925651,72675.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Мурманская область,ВАЗ,ВАЗ Largus,600000.0,10000.0,0.0,1.0,734796.0,2020,1,18,F,53.0,1,20383.38,0.0,224460.0,0,0,293925651F53.0
5962,6711,293925669,583200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi ASX,2000000.0,4300.0,0.0,0.0,0.0,2020,1,17,F,47.0,1,289153.17,1.0,818037.0,0,0,293925669F47.0
5963,6712,293925768,507600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mazda,Mazda CX-30,2400000.0,2000.0,0.0,0.0,0.0,2020,1,26,M,50.0,1,374189.13,1.0,1105392.69,1,1,293925768M50.0
5965,6715,293925888,82080.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Рязанская область,LADA,LADA Largus,551000.0,20000.0,0.0,0.0,0.0,2020,1,15,M,36.0,1,14457.96,1.0,82800.0,0,0,293925888M36.0
5966,6716,293926035,579748.95,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Land Rover,Land Rover Discovery Sport,2640000.0,45000.0,0.0,0.0,0.0,2019,0,20,M,47.0,1,0.0,0.0,0.0,1,1,293926035M47.0
5972,6723,293927052,292500.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Mitsubishi,Mitsubishi Outlander,2200000.0,16000.0,0.0,0.0,0.0,2021,1,13,F,40.0,1,140501.97,0.0,0.0,0,0,293927052F40.0
5974,6725,293927157,413136.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Audi,Audi A4,2158579.0,30198.0,0.0,0.0,0.0,2019,0,19,M,40.0,1,573085.98,0.0,0.0,1,0,293927157M40.0
5979,6730,293927718,225174.96,Полное КАСКО,Ремонт на СТОА официального дилера,1,Свердловская область,Volkswagen,Volkswagen Tiguan,2725000.0,20000.0,0.0,0.0,0.0,2018,0,11,M,33.0,1,0.0,0.0,0.0,1,1,293927718M33.0
5982,6733,293928249,311614.38,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Renault,Renault Duster,450000.0,50000.0,0.0,0.0,0.0,2012,1,5,F,53.0,1,0.0,0.0,0.0,0,0,293928249F53.0
5994,6747,293929341,107811.54,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan X-Trail,818910.0,40000.0,0.0,0.0,0.0,2017,0,24,M,48.0,1,0.0,0.0,0.0,1,1,293929341M48.0
5995,6749,293929518,434700.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Кемеровская область,Kia,Kia Rio,824000.0,79000.0,0.0,1.0,326079.0,2017,1,15,M,34.0,1,232559.73,0.0,0.0,0,0,293929518M34.0
5999,6753,293929722,447882.75,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 3er,1650000.0,46602.0,0.0,0.0,0.0,2016,0,20,M,39.0,1,0.0,0.0,0.0,0,0,293929722M39.0
6001,6755,293930067,303750.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,1345900.0,1.0,1.0,0.0,0.0,2022,0,2,F,21.0,1,239610.06,0.0,0.0,0,0,293930067F21.0
6008,6763,293930580,217170.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Красноярский край,Kia,Kia Rio,1011415.0,0.0,0.0,0.0,0.0,2020,1,11,F,41.0,1,0.0,0.0,0.0,0,0,293930580F41.0
6010,6765,293930871,184206.78,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Hyundai,Hyundai Creta,900000.0,10000.0,0.0,0.0,0.0,2019,1,12,M,37.0,1,0.0,0.0,0.0,1,1,293930871M37.0
6015,6770,293931117,536112.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Toyota,Toyota Camry,2314000.0,40000.0,0.0,0.0,0.0,2021,1,12,M,31.0,1,565641.99,0.0,625500.0,1,1,293931117M31.0
6017,6774,293931531,411264.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi ASX,2160000.0,4900.0,0.0,0.0,0.0,2020,0,20,F,38.0,1,222806.7,1.0,442440.0,1,1,293931531F38.0
6019,6776,293931861,373680.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Volkswagen,Volkswagen Tiguan,1724000.0,3500.0,0.0,0.0,0.0,2020,0,14,F,47.0,1,208767.87,1.0,463831.11,0,0,293931861F47.0
6023,6780,293932242,354211.2,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Курская область,Mazda,Mazda CX-5,2000000.0,1000.0,0.0,0.0,0.0,2020,1,24,F,47.0,1,243277.47,1.0,581490.0,1,1,293932242F47.0
6024,6781,293932251,135900.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Soul,1335653.0,5000.0,0.0,0.0,0.0,2020,1,0,F,24.0,1,52679.97,0.0,0.0,0,0,293932251F24.0
6027,6784,293932776,194310.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Suzuki,Suzuki SX4,1500000.0,17000.0,0.0,1.0,1021887.0,2019,0,11,F,31.0,1,178988.4,0.0,0.0,0,0,293932776F31.0
6030,6787,293933142,70560.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Lada,Lada Largus,500000.0,1000.0,0.0,0.0,0.0,2017,1,27,M,46.0,1,11517.03,1.0,80964.0,0,0,293933142M46.0
6032,6790,293933301,116280.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Kia,Kia Sorento,1706900.0,10000.0,0.0,0.0,0.0,2019,0,21,F,40.0,1,0.0,0.0,0.0,1,1,293933301F40.0
6034,6792,293933349,202500.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,998022.0,23000.0,0.0,0.0,0.0,2020,0,17,F,44.0,1,96516.9,1.0,357480.0,1,1,293933349F44.0
6038,6796,293933934,76330.44,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Нижегородская область,ВАЗ,ВАЗ Granta,450000.0,25700.0,0.0,0.0,0.0,2018,1,10,M,37.0,1,0.0,0.0,0.0,1,1,293933934M37.0
6043,6802,293934309,314640.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Golf VII,1377500.0,15000.0,0.0,1.0,403146.0,2018,0,9,M,28.0,1,212478.03,1.0,370251.0,1,0,293934309M28.0
6047,6806,293934798,70735.95,Только Угон,Отсутствует/неизвестно,1,Санкт-Петербург,Ford,Ford Focus,650000.0,100000.0,0.0,0.0,0.0,2017,0,11,M,30.0,1,0.0,0.0,0.0,1,0,293934798M30.0
6055,6815,293935734,427317.84,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mini (BMW),Mini (BMW) John Cooper Works,2100000.0,45000.0,0.0,0.0,0.0,2016,0,22,M,42.0,1,0.0,0.0,0.0,0,0,293935734M42.0
6057,6817,293935836,230400.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Kia,Kia Sorento,1940000.0,15000.0,0.0,0.0,0.0,2018,0,5,M,45.0,1,192564.09,1.0,265239.0,1,1,293935836M45.0
6058,6818,293936100,109800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Geely,Geely Atlas,1400000.0,15000.0,0.0,0.0,0.0,2020,1,15,M,38.0,1,18148.14,1.0,344691.0,0,0,293936100M38.0
6063,6824,293936838,309506.4,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Sportage,2000000.0,1000.0,0.0,0.0,0.0,2020,1,36,M,55.0,1,253134.27,1.0,493128.0,0,0,293936838M55.0
6064,6825,293936976,802800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Sonata,2222000.0,50.0,1.0,0.0,0.0,2021,0,6,F,32.0,1,460339.38,0.0,0.0,0,0,293936976F32.0
6070,6831,293937522,416880.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Subaru,Subaru Forester,1100000.0,15000.0,0.0,2.0,462870.0,2014,0,22,F,61.0,1,189923.49,1.0,369000.0,1,1,293937522F61.0
6083,6844,293938617,942480.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Porsche,Porsche Cayenne,8250000.0,4000.0,0.0,0.0,0.0,2020,0,25,M,44.0,1,797330.97,1.0,1440675.0,1,1,293938617M44.0
6084,6845,293938746,369900.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Kia,Kia Rio,1100000.0,15000.0,0.0,1.0,625500.0,2019,1,9,F,31.0,1,275247.09,0.0,546786.0,0,0,293938746F31.0
6089,6850,293939247,135000.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Саратовская область,Hyundai,Hyundai Solaris,1150000.0,1.0,1.0,0.0,0.0,2021,1,8,M,27.0,1,43160.04,0.0,0.0,0,0,293939247M27.0
6101,6863,293940846,341100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Hyundai,Hyundai Sonata,2222000.0,50.0,1.0,0.0,0.0,2021,0,19,M,39.0,1,381499.83,0.0,0.0,1,1,293940846M39.0
6102,6864,293941041,523224.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Carnival,4770000.0,3900.0,0.0,0.0,0.0,2021,1,17,M,46.0,1,393215.13,0.0,0.0,0,0,293941041M46.0
6104,6867,293941329,274500.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Пермский край,ВАЗ,ВАЗ Vesta,749990.0,79637.0,0.0,0.0,0.0,2019,1,12,M,37.0,1,133685.37,0.0,0.0,0,0,293941329M37.0
6107,6870,293942181,194400.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 3er,2700000.0,5000.0,0.0,1.0,393201.0,2020,1,11,F,32.0,1,75189.78,0.0,0.0,1,0,293942181F32.0
6115,6880,293943606,132300.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Удмуртская республика,Hyundai,Hyundai ix35,930926.0,90000.0,0.0,2.0,385407.0,2014,1,11,M,50.0,1,35146.8,0.0,0.0,1,1,293943606M50.0
6116,6881,293943624,911700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ростовская область,Kia,Kia Cerato,2000000.0,10.0,1.0,0.0,0.0,2021,0,2,F,45.0,1,450985.23,0.0,0.0,0,0,293943624F45.0
6117,6882,293943711,209700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Cerato,2205000.0,0.0,1.0,0.0,0.0,2021,1,24,F,54.0,1,63134.64,0.0,0.0,1,0,293943711F54.0
6118,6883,293943774,446457.6,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz GLB,3200000.0,3000.0,0.0,0.0,0.0,2020,0,17,F,37.0,1,381962.34,1.0,1003720.68,0,0,293943774F37.0
6120,6885,293943861,659520.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW X3,1348000.0,79000.0,0.0,0.0,0.0,2014,0,18,M,46.0,1,242801.64,1.0,492498.0,1,0,293943861M46.0
6121,6886,293943879,257868.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Toyota,Toyota Rav4,2321863.0,15000.0,0.0,0.0,0.0,2021,1,31,M,63.0,1,51850.53,1.0,975384.0,0,0,293943879M63.0
